ID,tweet,ingredients
1272868521823830016t, We have immune systems Vaccines are filled with animal and human DNA disinfectants heavy metals chemicals For over 30 years the US has paid out over 4 billion In compensations for deaths and injuries because the US gave Pharma liability freedom in 1986 VaccinesKill,1
1328404410423255041t,Wikipedia  Moderna has conducted mostly unsuccessful trials in traditional highmargin areas Their technology inserts synthetic mRNA into living cells that reprogram them As of November 2020 no mRNA drug has ever been approved for human use Brill Whos first,1
1254245728605499393t,First person to be given test vaccine in the UK has died A vaccine is not possible because people can be infected with COVID19 twice No herd resistance    covid19uk  SocialDistancing ,0
1367011740995608576t,Beware Covaxin   cannot put lives of millions of Indians greedy to get Covid vaccine I am 100 sure  did not take Covaxin at  much hyped photo op In fact I suspect he didnt get a shot at facility at all Anyway awaiting RTI ,0
1353025190486269952t, Hi here is your unroll The New mRNA COVID Vaccines Inject an Operating System into Your Body  Not a Conspiracy Theory Moderna Admits It  Have a good day ,1
1341291525200879617t,   The AstraZeneca vaccine is more morally compromised The HEK293 cell line was used in the design development and production stages of that vaccine as well as for confirmatory testing The AstraZeneca vaccine should be avoided if there are alternatives available,1
1305684746022932482t,VaccinesWork They cause all sorts of ChronicDiseases oh Im sorry isnt that what they were designed to do  Vaccines ,0
1358826522421911552t,Human immune systems work on constant exposure to challenge Lockdowns will impact natural immunity To a whole host of viruses and bugs We are weakening natural immunity in favour of company vaccines that generate profits NaturalImmunity,0
1415011300263055362t, The thing is the rollout is the experiment The clinical trials were always a box ticking exercise Someone said on the Novavax they opened up the double blind to cross trial midway through so everyone got the vaccine no control,0
1346595838466912261t,   Its the Pfizer bio tech covid vaccine Why would I lie Compare the ingredients 100 of old and sick are on some meds No combined testing Guinea pigs,1
1382106552765661188t,From PBS News Hour 6 cases of blood clots in the JohnsonJohnson vaccine out of 7 million doses However those 6 were special and more severe than usual AND the normal treatment worsens condition,0
1245089474150834176t, 1977 Swine Flu debacle they cried wolf and killed people with vaccine 2005 Avian H5N1 Flu they cried wolf and sold lots of Tamiflu to which virus was entirely immune  2009 H1N1 they cried wolf and sold lots of Tamiflu and EXTRA flu shots This is the Wolf,0
1326136788574998528t,  Pfizers jab is an RNA vaccine genetic material From whence is this genetic material derived How does it attach itself to  modify our own RNADNA What are the possible side effects  especially long term Nobody knows so is it safe,0
1443326944725114889t, Shocking must see Alert  Dr Carrie Madej First US lab examines vaccine vials Horrific findings revealed Self aware Organism with tentacles  Found in Moderna Vaccine onpoli canpoli VaxToTheMax VaxToSchool TeamToronto TeamCanada ,1
1444662438687920133t, Pfizer claim their Covid19  is safe for Children but can they be trusted Theyve said this before then killed and maimed 200 children in an experimental drug trial ,0
1308968827808604161t,  F Trumpsbadmedicine vaccine Good luck  and  with selling his snake oil America doesnt want a politicized vaccine,0
1343458801333252097t,   OxfordAstraZeneca vaccine has HEK293 cloned cells Human Embryonic Kidney,1
1393195521003511816t, Fauci daughter works at TWITTER  dont tell anyone  AstraZeneca ChAdOx Chimpanzee ADENOVIRUS COVID19  meanwhile Dr 666 Masks at CDC Fauci says ,1
1300872132100980736t,Its the Russian teachers that said they dont want to take the vaccine They believe its not safe because it was fast tracked,0
1374484462164082699t,The reason insurance companies wont pay out if you experience the inevitable adverse reactions including death which are in the THOUSANDS look up cdc statistics conveniently not reported by mainstream media is because it is an Experimental Vaccine,0
1431569386226307078t,Contaminant found in Moderna Covid19 vaccines believed to be metallic particles  ,1
1444336787065823234t,    The troubleproblem is that both PfizerModern nuked their controlplacebo groups by allowing them to get vaccinated even though their trials wont end until 2023 This is not science but sciencism  ,0
1325863837854294016t, Stay away from this poison  Make public the pfizer patent si we can take a look at whats in it,1
1431977060474494976t,Japan vows quicktransparent probe after deaths of 2 who had Moderna vaccine  days be4 The MOH said later in the day that the substance that had been mixed in may have been metal Its a substance that reacts to magnets  COVID19,1
1352700634089320450t,    If you belive Wikipedia i wish you lots of luck  its content changes few times a week And we talk about mortality this is the result of vaccination,1
1330814119948251136t, That Pfizer collaboration deal with Biontech in 2018 was explicitly for the mRNA tech to produce a vaccine for an influenza virus and now these vaccines are being rushed to market with special profitable dispensation  ,0
1377530137126731777t,    he must be mate with Pfizer and Astra they dont hold any responsibility for any side effects or even death after vaccine that is why we need to sign a consent form before vaccine COVID19 vaccination  Consent form for COVID19 vaccination A patient consent form for COVID19,0
1353770204937949184t,  What I suspect those given booster later than 21 days will have less vaccine efficacy and need a 3rd shot But first people are going to get overconfident and sick Then people will say the vaccine doesnt work Meanwhile Pfizer profits and blames AB for any issues with vaccine,0
1334575495011295234t,  Was just curious If vaccines are 100 per cent safe why has Pfizer asked for indemnity,0
1344057921773182976t,   My recommendation is just wait Make a decision based on the data If you are going to get a vaccine I wouldnt get an mRNA one we have no longterm safety data for that type of vaccine Novavax looks safer based on parliamentary phase 2 data Phase 3 trial just started,1
1287899985619456000t, So if coronavirus RNA spreads by mimicking human RNA it does then it follows that any coronavirus vaccine that targets coronavirus RNA Moderna may end up training the body to attack its own cells Thats always a danger with vaccines and in this case the danger is greater,0
1375734461803945993t,First there were concerns over whether the AstraZeneca vaccine was safe for all ages Then many countries chose to temporarily stop using it alltogether A survey of 7000 EU citizens shows more than half now believe the shot is unsafe ,0
